config,qid,citation_precision,bibliography_match_rate,orphan_rate,total_citations,bibliography_entries,candidate_pool_size,path
M2b,Q178,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method2b\Q178_method2b_exp_20260413_164215.md
M2b,Q179,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method2b\Q179_method2b_exp_20260413_164736.md
M2b,Q17,0.75,0.75,0.25,8,8,8,data\expanded_outputs\method2b\Q17_method2b_exp_20260412_234807.md
M2b,Q180,0.5,0.5,0.5,8,8,8,data\expanded_outputs\method2b\Q180_method2b_exp_20260413_165216.md
M2b,Q181,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method2b\Q181_method2b_exp_20260413_165545.md
M2b,Q182,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method2b\Q182_method2b_exp_20260413_165916.md
M2b,Q183,0.75,0.75,0.25,8,8,8,data\expanded_outputs\method2b\Q183_method2b_exp_20260413_170406.md
M2b,Q184,0.5,0.5,0.5,8,8,8,data\expanded_outputs\method2b\Q184_method2b_exp_20260413_170925.md
M2b,Q185,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method2b\Q185_method2b_exp_20260413_171307.md
M2b,Q186,0.5,0.5,0.5,8,8,8,data\expanded_outputs\method2b\Q186_method2b_exp_20260413_171748.md
M2b,Q187,0.5,0.5,0.5,8,8,8,data\expanded_outputs\method2b\Q187_method2b_exp_20260413_172146.md
M2b,Q188,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method2b\Q188_method2b_exp_20260413_172523.md
M2b,Q189,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method2b\Q189_method2b_exp_20260413_172923.md
M2b,Q18,0.75,0.75,0.25,8,8,8,data\expanded_outputs\method2b\Q18_method2b_exp_20260412_235156.md
M2b,Q190,0.5,0.5,0.5,8,8,8,data\expanded_outputs\method2b\Q190_method2b_exp_20260413_173345.md
M2b,Q191,0.375,0.375,0.625,8,8,8,data\expanded_outputs\method2b\Q191_method2b_exp_20260413_173808.md
M2b,Q192,0.5,0.5,0.5,8,8,8,data\expanded_outputs\method2b\Q192_method2b_exp_20260413_174208.md
M2b,Q193,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method2b\Q193_method2b_exp_20260413_174559.md
M2b,Q194,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method2b\Q194_method2b_exp_20260413_174958.md
M2b,Q195,0.5,0.5,0.5,8,8,8,data\expanded_outputs\method2b\Q195_method2b_exp_20260413_175359.md
M2b,Q196,0.5,0.5,0.5,8,8,8,data\expanded_outputs\method2b\Q196_method2b_exp_20260413_175816.md
M2b,Q197,0.5,0.5,0.5,8,8,8,data\expanded_outputs\method2b\Q197_method2b_exp_20260413_180255.md
M2b,Q198,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method2b\Q198_method2b_exp_20260413_180715.md
M2b,Q199,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method2b\Q199_method2b_exp_20260413_181120.md
M2b,Q19,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method2b\Q19_method2b_exp_20260412_235522.md
M2b,Q200,0.375,0.375,0.625,8,8,8,data\expanded_outputs\method2b\Q200_method2b_exp_20260413_181449.md
M2b,Q201,0.75,0.75,0.25,8,8,8,data\expanded_outputs\method2b\Q201_method2b_exp_20260413_181830.md
M2b,Q202,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method2b\Q202_method2b_exp_20260413_182252.md
M2b,Q203,0.75,0.75,0.25,8,8,8,data\expanded_outputs\method2b\Q203_method2b_exp_20260413_182551.md
M2b,Q204,0.5,0.5,0.5,8,8,8,data\expanded_outputs\method2b\Q204_method2b_exp_20260413_225500.md
M2b,Q205,0.5,0.5,0.5,8,8,8,data\expanded_outputs\method2b\Q205_method2b_exp_20260413_183940.md
M2b,Q206,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method2b\Q206_method2b_exp_20260413_184307.md
M2b,Q207,0.5,0.5,0.5,8,8,8,data\expanded_outputs\method2b\Q207_method2b_exp_20260413_184640.md
M2b,Q208,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method2b\Q208_method2b_exp_20260413_184959.md
M2b,Q209,0.75,0.75,0.25,8,8,8,data\expanded_outputs\method2b\Q209_method2b_exp_20260413_185310.md
M2b,Q20,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method2b\Q20_method2b_exp_20260412_235832.md
M2b,Q210,0.75,0.75,0.25,8,8,8,data\expanded_outputs\method2b\Q210_method2b_exp_20260413_185702.md
M2b,Q211,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method2b\Q211_method2b_exp_20260413_190037.md
M2b,Q212,0.875,0.875,0.125,8,8,8,data\expanded_outputs\method2b\Q212_method2b_exp_20260413_190341.md
M2b,Q213,0.75,0.75,0.25,8,8,8,data\expanded_outputs\method2b\Q213_method2b_exp_20260413_190701.md
M2b,Q214,0.375,0.375,0.625,8,8,8,data\expanded_outputs\method2b\Q214_method2b_exp_20260413_190953.md
M2b,Q215,0.5,0.5,0.5,8,8,8,data\expanded_outputs\method2b\Q215_method2b_exp_20260413_191350.md
M2b,Q216,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method2b\Q216_method2b_exp_20260413_191732.md
M2b,Q217,0.25,0.25,0.75,8,8,8,data\expanded_outputs\method2b\Q217_method2b_exp_20260413_192152.md
M2b,Q218,0.5,0.5,0.5,8,8,8,data\expanded_outputs\method2b\Q218_method2b_exp_20260413_192625.md
M2b,Q219,0.25,0.25,0.75,8,8,8,data\expanded_outputs\method2b\Q219_method2b_exp_20260413_193041.md
M2b,Q21,0.25,0.5,0.75,8,4,8,data\expanded_outputs\method2b\Q21_method2b_exp_20260413_000212.md
M2b,Q220,0.5,0.5,0.5,8,8,8,data\expanded_outputs\method2b\Q220_method2b_exp_20260413_193436.md
M2b,Q221,0.75,0.75,0.25,8,8,8,data\expanded_outputs\method2b\Q221_method2b_exp_20260413_193816.md
M2b,Q222,0.375,0.42857142857142855,0.625,8,7,8,data\expanded_outputs\method2b\Q222_method2b_exp_20260413_194215.md
M2b,Q223,0.5,0.5714285714285714,0.5,8,7,8,data\expanded_outputs\method2b\Q223_method2b_exp_20260413_194643.md
M2b,Q224,0.375,0.375,0.625,8,8,8,data\expanded_outputs\method2b\Q224_method2b_exp_20260413_195121.md
M2b,Q225,0.5,0.5,0.5,8,8,8,data\expanded_outputs\method2b\Q225_method2b_exp_20260413_195440.md
M2b,Q226,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method2b\Q226_method2b_exp_20260413_195815.md
M2b,Q227,0.375,0.375,0.625,8,8,8,data\expanded_outputs\method2b\Q227_method2b_exp_20260413_200215.md
M2b,Q228,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method2b\Q228_method2b_exp_20260413_200629.md
M2b,Q229,0.5,0.5,0.5,8,8,8,data\expanded_outputs\method2b\Q229_method2b_exp_20260413_201044.md
M2b,Q22,0.875,0.875,0.125,8,8,8,data\expanded_outputs\method2b\Q22_method2b_exp_20260413_000605.md
M2b,Q230,0.375,0.375,0.625,8,8,8,data\expanded_outputs\method2b\Q230_method2b_exp_20260413_210136.md
M2b,Q231,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method2b\Q231_method2b_exp_20260413_210505.md
M2b,Q232,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method2b\Q232_method2b_exp_20260413_210925.md
M2b,Q233,0.25,0.25,0.75,8,8,8,data\expanded_outputs\method2b\Q233_method2b_exp_20260413_211358.md
M2b,Q234,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method2b\Q234_method2b_exp_20260413_211814.md
M2b,Q235,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method2b\Q235_method2b_exp_20260413_212156.md
M2b,Q236,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method2b\Q236_method2b_exp_20260413_212558.md
M2b,Q237,0.5,0.5,0.5,8,8,8,data\expanded_outputs\method2b\Q237_method2b_exp_20260413_212947.md
M2b,Q238,0.5,0.5,0.5,8,8,8,data\expanded_outputs\method2b\Q238_method2b_exp_20260413_213306.md
M2b,Q239,0.5,0.5,0.5,8,8,8,data\expanded_outputs\method2b\Q239_method2b_exp_20260413_213632.md
M2b,Q23,0.25,0.25,0.75,8,8,8,data\expanded_outputs\method2b\Q23_method2b_exp_20260413_000959.md
M2b,Q240,0.75,0.75,0.25,8,8,8,data\expanded_outputs\method2b\Q240_method2b_exp_20260413_214025.md
M2b,Q241,0.5,0.5,0.5,8,8,8,data\expanded_outputs\method2b\Q241_method2b_exp_20260413_214409.md
M2b,Q242,0.5,0.5,0.5,8,8,8,data\expanded_outputs\method2b\Q242_method2b_exp_20260413_214820.md
M2b,Q243,0.75,0.75,0.25,8,8,8,data\expanded_outputs\method2b\Q243_method2b_exp_20260413_215224.md
M2b,Q244,0.5,0.5,0.5,8,8,8,data\expanded_outputs\method2b\Q244_method2b_exp_20260413_215613.md
M2b,Q245,0.375,0.375,0.625,8,8,8,data\expanded_outputs\method2b\Q245_method2b_exp_20260413_220005.md
M2b,Q246,0.75,0.75,0.25,8,8,8,data\expanded_outputs\method2b\Q246_method2b_exp_20260413_220449.md
M2b,Q247,0.5,0.5,0.5,8,8,8,data\expanded_outputs\method2b\Q247_method2b_exp_20260413_220935.md
M2b,Q248,0.5,0.5,0.5,8,8,8,data\expanded_outputs\method2b\Q248_method2b_exp_20260413_221347.md
M2b,Q249,0.375,0.375,0.625,8,8,8,data\expanded_outputs\method2b\Q249_method2b_exp_20260413_221738.md
M2b,Q24,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method2b\Q24_method2b_exp_20260413_001413.md
M2b,Q250,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method2b\Q250_method2b_exp_20260413_222125.md
M2b,Q251,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method2b\Q251_method2b_exp_20260413_222506.md
M2b,Q25,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method2b\Q25_method2b_exp_20260413_001802.md
M2b,Q26,0.875,0.875,0.125,8,8,8,data\expanded_outputs\method2b\Q26_method2b_exp_20260413_002126.md
M2b,Q27,0.5,0.5,0.5,8,8,8,data\expanded_outputs\method2b\Q27_method2b_exp_20260413_002542.md
M2b,Q28,0.375,0.375,0.625,8,8,8,data\expanded_outputs\method2b\Q28_method2b_exp_20260413_002937.md
M2b,Q29,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method2b\Q29_method2b_exp_20260413_003306.md
M2b,Q30,0.5,0.5,0.5,8,8,8,data\expanded_outputs\method2b\Q30_method2b_exp_20260413_003724.md
M2b,Q31,0.5,0.5,0.5,8,8,8,data\expanded_outputs\method2b\Q31_method2b_exp_20260413_004117.md
M2b,Q32,0.5,0.5,0.5,8,8,8,data\expanded_outputs\method2b\Q32_method2b_exp_20260413_004427.md
M2b,Q33,1.0,1.0,0.0,8,8,8,data\expanded_outputs\method2b\Q33_method2b_exp_20260413_004744.md
M2b,Q34,0.5,0.5,0.5,8,8,8,data\expanded_outputs\method2b\Q34_method2b_exp_20260413_005101.md
M2b,Q35,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method2b\Q35_method2b_exp_20260413_005406.md
M2b,Q36,0.75,0.75,0.25,8,8,8,data\expanded_outputs\method2b\Q36_method2b_exp_20260413_005718.md
M2b,Q37,0.875,0.875,0.125,8,8,8,data\expanded_outputs\method2b\Q37_method2b_exp_20260413_010011.md
M2b,Q38,1.0,1.0,0.0,8,8,8,data\expanded_outputs\method2b\Q38_method2b_exp_20260413_094810.md
M2b,Q39,0.7142857142857143,0.625,0.375,7,8,8,data\expanded_outputs\method2b\Q39_method2b_exp_20260413_075634.md
M2b,Q40,0.75,0.75,0.25,8,8,8,data\expanded_outputs\method2b\Q40_method2b_exp_20260413_075927.md
M2b,Q41,1.0,1.0,0.0,8,8,8,data\expanded_outputs\method2b\Q41_method2b_exp_20260413_080231.md
M2b,Q42,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method2b\Q42_method2b_exp_20260413_080553.md
M2b,Q43,0.75,0.75,0.25,8,8,8,data\expanded_outputs\method2b\Q43_method2b_exp_20260413_080931.md
M2b,Q44,0.75,0.75,0.25,8,8,8,data\expanded_outputs\method2b\Q44_method2b_exp_20260413_081310.md
M2b,Q45,0.6666666666666666,0.375,0.75,3,8,8,data\expanded_outputs\method2b\Q45_method2b_exp_20260413_081612.md
M2b,Q46,1.0,1.0,0.0,8,8,8,data\expanded_outputs\method2b\Q46_method2b_exp_20260413_081854.md
M2b,Q47,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method2b\Q47_method2b_exp_20260413_082121.md
M2b,Q48,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method2b\Q48_method2b_exp_20260413_082417.md
M2b,Q49,0.5,0.5,0.5,8,8,8,data\expanded_outputs\method2b\Q49_method2b_exp_20260413_082702.md
M2b,Q50,0.875,0.875,0.125,8,8,8,data\expanded_outputs\method2b\Q50_method2b_exp_20260413_082921.md
M2b,Q51,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method2b\Q51_method2b_exp_20260413_083206.md
M2b,Q52,0.75,0.75,0.25,8,8,8,data\expanded_outputs\method2b\Q52_method2b_exp_20260413_083430.md
M2b,Q53,0.75,0.75,0.25,8,8,8,data\expanded_outputs\method2b\Q53_method2b_exp_20260413_083704.md
M2b,Q54,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method2b\Q54_method2b_exp_20260413_084008.md
M2b,Q55,0.375,0.375,0.625,8,8,8,data\expanded_outputs\method2b\Q55_method2b_exp_20260413_084226.md
M2b,Q56,0.75,0.75,0.25,8,8,8,data\expanded_outputs\method2b\Q56_method2b_exp_20260413_084455.md
M2b,Q57,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method2b\Q57_method2b_exp_20260413_084743.md
M2b,Q58,0.5,0.5,0.5,8,8,8,data\expanded_outputs\method2b\Q58_method2b_exp_20260413_085117.md
M2b,Q59,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method2b\Q59_method2b_exp_20260413_085349.md
M2b,Q60,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method2b\Q60_method2b_exp_20260413_085652.md
M2c,Q01,,0.625,1.0,0,8,8,data\expanded_outputs\method2d\Q01_method2d_exp_20260412_223423.md
M2c,Q02,0.5,0.625,0.875,2,8,8,data\expanded_outputs\method2d\Q02_method2d_exp_20260412_223737.md
M2c,Q03,,0.75,1.0,0,8,8,data\expanded_outputs\method2d\Q03_method2d_exp_20260412_223900.md
M2c,Q04,,0.375,1.0,0,8,8,data\expanded_outputs\method2d\Q04_method2d_exp_20260412_223958.md
M2c,Q05,0.6666666666666666,0.625,0.75,3,8,8,data\expanded_outputs\method2d\Q05_method2d_exp_20260412_224105.md
M2c,Q61,0.5714285714285714,0.5,0.5,7,8,8,data\expanded_outputs\method2d\Q061_method2d_exp_20260412_233643.md
M2c,Q62,0.75,0.625,0.625,4,8,8,data\expanded_outputs\method2d\Q062_method2d_exp_20260412_233743.md
M2c,Q63,0.6,0.5,0.625,5,8,8,data\expanded_outputs\method2d\Q063_method2d_exp_20260412_233848.md
M2c,Q64,0.5714285714285714,0.625,0.5,7,8,8,data\expanded_outputs\method2d\Q064_method2d_exp_20260412_233956.md
M2c,Q65,,0.875,1.0,0,8,8,data\expanded_outputs\method2d\Q065_method2d_exp_20260412_234055.md
M2c,Q66,,0.625,1.0,0,8,8,data\expanded_outputs\method2d\Q066_method2d_exp_20260412_234150.md
M2c,Q67,1.0,0.625,0.75,2,8,8,data\expanded_outputs\method2d\Q067_method2d_exp_20260412_234258.md
M2c,Q68,,0.75,1.0,0,8,8,data\expanded_outputs\method2d\Q068_method2d_exp_20260412_234402.md
M2c,Q69,0.6666666666666666,0.75,0.5,6,8,8,data\expanded_outputs\method2d\Q069_method2d_exp_20260412_234503.md
M2c,Q06,1.0,0.875,0.5,4,8,8,data\expanded_outputs\method2d\Q06_method2d_exp_20260412_224213.md
M2c,Q70,0.5,0.5,0.875,2,8,8,data\expanded_outputs\method2d\Q070_method2d_exp_20260412_234607.md
M2c,Q71,,0.625,1.0,0,8,8,data\expanded_outputs\method2d\Q071_method2d_exp_20260412_234712.md
M2c,Q72,0.8571428571428571,0.75,0.25,7,8,8,data\expanded_outputs\method2d\Q072_method2d_exp_20260412_234752.md
M2c,Q73,0.6666666666666666,0.75,0.75,3,8,8,data\expanded_outputs\method2d\Q073_method2d_exp_20260412_234900.md
M2c,Q74,,0.5,1.0,0,8,8,data\expanded_outputs\method2d\Q074_method2d_exp_20260412_235012.md
M2c,Q75,0.4,0.5,0.75,5,8,8,data\expanded_outputs\method2d\Q075_method2d_exp_20260412_235119.md
M2c,Q76,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method2d\Q076_method2d_exp_20260412_235227.md
M2c,Q77,0.6666666666666666,0.5,0.75,3,8,8,data\expanded_outputs\method2d\Q077_method2d_exp_20260412_235327.md
M2c,Q78,1.0,0.625,0.875,1,8,8,data\expanded_outputs\method2d\Q078_method2d_exp_20260412_235433.md
M2c,Q79,0.8,0.75,0.5,5,8,8,data\expanded_outputs\method2d\Q079_method2d_exp_20260412_235539.md
M2c,Q07,0.375,0.375,0.625,8,8,8,data\expanded_outputs\method2d\Q07_method2d_exp_20260412_224323.md
M2c,Q80,0.8,0.75,0.5,5,8,8,data\expanded_outputs\method2d\Q080_method2d_exp_20260412_235652.md
M2c,Q81,0.5,0.625,0.75,4,8,8,data\expanded_outputs\method2d\Q081_method2d_exp_20260412_235755.md
M2c,Q82,,0.5,1.0,0,8,8,data\expanded_outputs\method2d\Q082_method2d_exp_20260412_235903.md
M2c,Q83,0.8,0.625,0.5,5,8,8,data\expanded_outputs\method2d\Q083_method2d_exp_20260413_000010.md
M2c,Q84,0.5,0.625,0.875,2,8,8,data\expanded_outputs\method2d\Q084_method2d_exp_20260413_000116.md
M2c,Q85,0.5,0.75,0.75,4,8,8,data\expanded_outputs\method2d\Q085_method2d_exp_20260413_000222.md
M2c,Q86,0.75,0.625,0.625,4,8,8,data\expanded_outputs\method2d\Q086_method2d_exp_20260413_000333.md
M2c,Q87,0.6666666666666666,0.75,0.75,3,8,8,data\expanded_outputs\method2d\Q087_method2d_exp_20260413_000511.md
M2c,Q88,0.5,0.625,0.75,4,8,8,data\expanded_outputs\method2d\Q088_method2d_exp_20260413_000619.md
M2c,Q89,0.7142857142857143,0.75,0.375,7,8,8,data\expanded_outputs\method2d\Q089_method2d_exp_20260413_000728.md
M2c,Q08,0.5714285714285714,0.625,0.5,7,8,8,data\expanded_outputs\method2d\Q08_method2d_exp_20260412_224425.md
M2c,Q90,0.5,0.375,0.875,2,8,8,data\expanded_outputs\method2d\Q090_method2d_exp_20260413_000821.md
M2c,Q91,0.5,0.25,0.875,2,8,8,data\expanded_outputs\method2d\Q091_method2d_exp_20260413_000914.md
M2c,Q92,0.75,0.625,0.625,4,8,8,data\expanded_outputs\method2d\Q092_method2d_exp_20260413_001020.md
M2c,Q93,1.0,0.5,0.75,2,8,8,data\expanded_outputs\method2d\Q093_method2d_exp_20260413_001130.md
M2c,Q94,1.0,0.75,0.375,5,8,8,data\expanded_outputs\method2d\Q094_method2d_exp_20260413_001235.md
M2c,Q95,0.6666666666666666,0.625,0.75,3,8,8,data\expanded_outputs\method2d\Q095_method2d_exp_20260413_001343.md
M2c,Q96,0.6666666666666666,0.75,0.75,3,8,8,data\expanded_outputs\method2d\Q096_method2d_exp_20260413_001450.md
M2c,Q97,0.0,0.375,1.0,2,8,8,data\expanded_outputs\method2d\Q097_method2d_exp_20260413_001603.md
M2c,Q98,0.0,0.75,1.0,1,8,8,data\expanded_outputs\method2d\Q098_method2d_exp_20260413_001711.md
M2c,Q99,0.5,0.375,0.75,4,8,8,data\expanded_outputs\method2d\Q099_method2d_exp_20260413_001820.md
M2c,Q09,0.6,0.625,0.625,5,8,8,data\expanded_outputs\method2d\Q09_method2d_exp_20260412_224526.md
M2c,Q100,0.3333333333333333,0.625,0.875,3,8,8,data\expanded_outputs\method2d\Q100_method2d_exp_20260413_001931.md
M2c,Q101,0.5,0.5,0.5,8,8,8,data\expanded_outputs\method2d\Q101_method2d_exp_20260413_002041.md
M2c,Q102,0.5,0.375,0.75,4,8,8,data\expanded_outputs\method2d\Q102_method2d_exp_20260413_002150.md
M2c,Q103,,0.625,1.0,0,8,8,data\expanded_outputs\method2d\Q103_method2d_exp_20260413_002307.md
M2c,Q104,0.5,0.5,0.625,6,8,8,data\expanded_outputs\method2d\Q104_method2d_exp_20260413_002408.md
M2c,Q105,0.5,0.5,0.875,2,8,8,data\expanded_outputs\method2d\Q105_method2d_exp_20260413_002507.md
M2c,Q106,0.6666666666666666,0.75,0.5,6,8,8,data\expanded_outputs\method2d\Q106_method2d_exp_20260413_002614.md
M2c,Q107,0.6666666666666666,0.625,0.75,3,8,8,data\expanded_outputs\method2d\Q107_method2d_exp_20260413_002722.md
M2c,Q108,0.75,0.75,0.25,8,8,8,data\expanded_outputs\method2d\Q108_method2d_exp_20260413_002804.md
M2c,Q109,0.5,0.625,0.75,4,8,8,data\expanded_outputs\method2d\Q109_method2d_exp_20260413_002905.md
M2c,Q10,,0.625,1.0,0,8,8,data\expanded_outputs\method2d\Q10_method2d_exp_20260412_224638.md
M2c,Q110,0.25,0.5,0.875,4,8,8,data\expanded_outputs\method2d\Q110_method2d_exp_20260413_003013.md
M2c,Q111,0.8,0.875,0.5,5,8,8,data\expanded_outputs\method2d\Q111_method2d_exp_20260413_003122.md
M2c,Q112,0.75,0.625,0.625,4,8,8,data\expanded_outputs\method2d\Q112_method2d_exp_20260413_003229.md
M2c,Q113,0.5,0.375,0.75,4,8,8,data\expanded_outputs\method2d\Q113_method2d_exp_20260413_003333.md
M2c,Q114,0.6666666666666666,0.875,0.75,3,8,8,data\expanded_outputs\method2d\Q114_method2d_exp_20260413_003435.md
M2c,Q115,0.5,0.5,0.875,2,8,8,data\expanded_outputs\method2d\Q115_method2d_exp_20260413_003541.md
M2c,Q116,0.3333333333333333,0.5,0.875,3,8,8,data\expanded_outputs\method2d\Q116_method2d_exp_20260413_003645.md
M2c,Q117,0.6666666666666666,0.625,0.75,3,8,8,data\expanded_outputs\method2d\Q117_method2d_exp_20260413_003802.md
M2c,Q118,,1.0,1.0,0,8,8,data\expanded_outputs\method2d\Q118_method2d_exp_20260413_003903.md
M2c,Q119,0.3333333333333333,0.75,0.875,3,8,8,data\expanded_outputs\method2d\Q119_method2d_exp_20260413_004015.md
M2c,Q11,0.6666666666666666,0.625,0.75,3,8,8,data\expanded_outputs\method2d\Q11_method2d_exp_20260412_224751.md
M2c,Q120,0.6,0.5,0.625,5,8,8,data\expanded_outputs\method2d\Q120_method2d_exp_20260413_004127.md
M2c,Q121,0.6666666666666666,0.625,0.75,3,8,8,data\expanded_outputs\method2d\Q121_method2d_exp_20260413_004239.md
M2c,Q122,1.0,1.0,0.625,3,8,8,data\expanded_outputs\method2d\Q122_method2d_exp_20260413_004348.md
M2c,Q123,0.5,0.75,0.75,4,8,8,data\expanded_outputs\method2d\Q123_method2d_exp_20260413_004344.md
M2c,Q124,0.6,0.5,0.625,5,8,8,data\expanded_outputs\method2d\Q124_method2d_exp_20260413_004454.md
M2c,Q125,1.0,1.0,0.875,1,8,8,data\expanded_outputs\method2d\Q125_method2d_exp_20260413_004548.md
M2c,Q126,,0.625,1.0,0,8,8,data\expanded_outputs\method2d\Q126_method2d_exp_20260413_004647.md
M2c,Q127,0.75,0.75,0.625,4,8,8,data\expanded_outputs\method2d\Q127_method2d_exp_20260413_004725.md
M2c,Q128,0.75,0.5,0.625,4,8,8,data\expanded_outputs\method2d\Q128_method2d_exp_20260413_004837.md
M2c,Q129,0.0,0.5,1.0,2,8,8,data\expanded_outputs\method2d\Q129_method2d_exp_20260413_004936.md
M2c,Q12,0.6,0.625,0.625,5,8,8,data\expanded_outputs\method2d\Q12_method2d_exp_20260412_224853.md
M2c,Q130,0.5,0.5,0.625,6,8,8,data\expanded_outputs\method2d\Q130_method2d_exp_20260413_005042.md
M2c,Q131,1.0,0.75,0.5,4,8,8,data\expanded_outputs\method2d\Q131_method2d_exp_20260413_005136.md
M2c,Q132,1.0,0.75,0.5,4,8,8,data\expanded_outputs\method2d\Q132_method2d_exp_20260413_005245.md
M2c,Q133,1.0,0.625,0.75,2,8,8,data\expanded_outputs\method2d\Q133_method2d_exp_20260413_005354.md
M2c,Q134,,1.0,1.0,0,8,8,data\expanded_outputs\method2d\Q134_method2d_exp_20260413_005457.md
M2c,Q135,0.5,0.375,0.75,4,8,8,data\expanded_outputs\method2d\Q135_method2d_exp_20260413_005608.md
M2c,Q136,0.5,0.875,0.875,2,8,8,data\expanded_outputs\method2d\Q136_method2d_exp_20260413_005718.md
M2c,Q137,0.75,0.75,0.25,8,8,8,data\expanded_outputs\method2d\Q137_method2d_exp_20260413_005827.md
M2c,Q138,1.0,0.625,0.5,4,8,8,data\expanded_outputs\method2d\Q138_method2d_exp_20260413_005937.md
M2c,Q139,1.0,0.625,0.75,2,8,8,data\expanded_outputs\method2d\Q139_method2d_exp_20260413_010002.md
M2c,Q13,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method2d\Q13_method2d_exp_20260412_224955.md
M2c,Q140,1.0,1.0,0.5,4,8,8,data\expanded_outputs\method2d\Q140_method2d_exp_20260413_075152.md
M2c,Q141,0.3333333333333333,0.5,0.875,3,8,8,data\expanded_outputs\method2d\Q141_method2d_exp_20260413_075256.md
M2c,Q142,1.0,1.0,0.75,2,8,8,data\expanded_outputs\method2d\Q142_method2d_exp_20260413_075448.md
M2c,Q143,0.6666666666666666,0.25,0.75,3,8,8,data\expanded_outputs\method2d\Q143_method2d_exp_20260413_075547.md
M2c,Q144,0.6666666666666666,0.625,0.75,3,8,8,data\expanded_outputs\method2d\Q144_method2d_exp_20260413_075643.md
M2c,Q145,0.4,0.625,0.75,5,8,8,data\expanded_outputs\method2d\Q145_method2d_exp_20260413_075745.md
M2c,Q146,0.8333333333333334,0.75,0.375,6,8,8,data\expanded_outputs\method2d\Q146_method2d_exp_20260413_075845.md
M2c,Q147,,0.625,1.0,0,8,8,data\expanded_outputs\method2d\Q147_method2d_exp_20260413_075952.md
M2c,Q148,0.5,0.625,0.625,6,8,8,data\expanded_outputs\method2d\Q148_method2d_exp_20260413_080101.md
M2c,Q149,0.5,0.875,0.875,2,8,8,data\expanded_outputs\method2d\Q149_method2d_exp_20260413_080204.md
M2c,Q14,0.6666666666666666,0.75,0.5,6,8,8,data\expanded_outputs\method2d\Q14_method2d_exp_20260412_225059.md
M2c,Q150,1.0,0.625,0.625,3,8,8,data\expanded_outputs\method2d\Q150_method2d_exp_20260413_080309.md
M2c,Q151,0.6,0.625,0.625,5,8,8,data\expanded_outputs\method2d\Q151_method2d_exp_20260413_080414.md
M2c,Q152,1.0,1.0,0.875,1,8,8,data\expanded_outputs\method2d\Q152_method2d_exp_20260413_080512.md
M2c,Q153,0.5,0.75,0.875,2,8,8,data\expanded_outputs\method2d\Q153_method2d_exp_20260413_080617.md
M2c,Q154,0.75,0.625,0.625,4,8,8,data\expanded_outputs\method2d\Q154_method2d_exp_20260413_080720.md
M2c,Q155,1.0,0.875,0.5,4,8,8,data\expanded_outputs\method2d\Q155_method2d_exp_20260413_080829.md
M2c,Q156,1.0,1.0,0.5,4,8,8,data\expanded_outputs\method2d\Q156_method2d_exp_20260413_080933.md
M2c,Q157,0.8333333333333334,0.75,0.375,6,8,8,data\expanded_outputs\method2d\Q157_method2d_exp_20260413_081018.md
M2c,Q158,0.5,0.5,0.75,4,8,8,data\expanded_outputs\method2d\Q158_method2d_exp_20260413_081126.md
