config,qid,citation_precision,bibliography_match_rate,orphan_rate,total_citations,bibliography_entries,candidate_pool_size,path
M2c,Q159,0.6666666666666666,0.5,0.75,3,8,8,data\expanded_outputs\method2d\Q159_method2d_exp_20260413_081230.md
M2c,Q15,0.75,0.75,0.25,8,8,8,data\expanded_outputs\method2d\Q15_method2d_exp_20260412_225211.md
M2c,Q160,0.6,0.5,0.625,5,8,8,data\expanded_outputs\method2d\Q160_method2d_exp_20260413_081331.md
M2c,Q161,0.2,0.5,0.875,5,8,8,data\expanded_outputs\method2d\Q161_method2d_exp_20260413_081433.md
M2c,Q162,0.8,0.625,0.5,5,8,8,data\expanded_outputs\method2d\Q162_method2d_exp_20260413_081541.md
M2c,Q163,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method2d\Q163_method2d_exp_20260413_081642.md
M2c,Q164,0.6666666666666666,0.625,0.75,3,8,8,data\expanded_outputs\method2d\Q164_method2d_exp_20260413_081728.md
M2c,Q165,0.0,0.25,1.0,2,8,8,data\expanded_outputs\method2d\Q165_method2d_exp_20260413_081834.md
M2c,Q166,0.5,0.5,0.875,2,8,8,data\expanded_outputs\method2d\Q166_method2d_exp_20260413_081936.md
M2c,Q167,0.75,0.5,0.625,4,8,8,data\expanded_outputs\method2d\Q167_method2d_exp_20260413_082042.md
M2c,Q168,0.75,0.625,0.625,4,8,8,data\expanded_outputs\method2d\Q168_method2d_exp_20260413_082150.md
M2c,Q169,0.5,0.625,0.75,4,8,8,data\expanded_outputs\method2d\Q169_method2d_exp_20260413_082256.md
M2c,Q16,0.75,0.75,0.625,4,8,8,data\expanded_outputs\method2d\Q16_method2d_exp_20260412_225312.md
M2c,Q170,0.0,0.25,1.0,1,8,8,data\expanded_outputs\method2d\Q170_method2d_exp_20260413_094548.md
M2c,Q171,0.5,0.625,0.75,4,8,8,data\expanded_outputs\method2d\Q171_method2d_exp_20260413_094655.md
M2c,Q172,0.5,0.625,0.75,4,8,8,data\expanded_outputs\method2d\Q172_method2d_exp_20260413_094806.md
M2c,Q173,0.375,0.375,0.625,8,8,8,data\expanded_outputs\method2d\Q173_method2d_exp_20260413_094914.md
M2c,Q174,0.6666666666666666,0.5,0.75,3,8,8,data\expanded_outputs\method2d\Q174_method2d_exp_20260413_095057.md
M2c,Q175,0.4,0.5,0.75,5,8,8,data\expanded_outputs\method2d\Q175_method2d_exp_20260413_095207.md
M2c,Q176,0.5,0.5,0.5,8,8,8,data\expanded_outputs\method2d\Q176_method2d_exp_20260413_095317.md
M2c,Q177,0.5,0.625,0.875,2,8,8,data\expanded_outputs\method2d\Q177_method2d_exp_20260413_095421.md
M2c,Q178,0.6666666666666666,0.625,0.5,6,8,8,data\expanded_outputs\method2d\Q178_method2d_exp_20260413_095533.md
M2c,Q179,0.8,0.625,0.5,5,8,8,data\expanded_outputs\method2d\Q179_method2d_exp_20260413_095653.md
M2c,Q17,0.75,0.625,0.625,4,8,8,data\expanded_outputs\method2d\Q17_method2d_exp_20260412_225419.md
M2c,Q180,1.0,1.0,0.625,3,8,8,data\expanded_outputs\method2d\Q180_method2d_exp_20260413_095754.md
M2c,Q181,0.0,0.5,1.0,2,8,8,data\expanded_outputs\method2d\Q181_method2d_exp_20260413_095857.md
M2c,Q182,1.0,0.625,0.75,2,8,8,data\expanded_outputs\method2d\Q182_method2d_exp_20260413_095959.md
M2c,Q183,1.0,0.625,0.75,2,8,8,data\expanded_outputs\method2d\Q183_method2d_exp_20260413_100107.md
M2c,Q184,,0.5,1.0,0,8,8,data\expanded_outputs\method2d\Q184_method2d_exp_20260413_100215.md
M2c,Q185,0.5,0.375,0.875,2,8,8,data\expanded_outputs\method2d\Q185_method2d_exp_20260413_100328.md
M2c,Q186,0.75,0.625,0.625,4,8,8,data\expanded_outputs\method2d\Q186_method2d_exp_20260413_100435.md
M2c,Q187,0.25,0.5,0.875,4,8,8,data\expanded_outputs\method2d\Q187_method2d_exp_20260413_100538.md
M2c,Q188,0.3333333333333333,0.625,0.875,3,8,8,data\expanded_outputs\method2d\Q188_method2d_exp_20260413_100644.md
M2c,Q189,,0.625,1.0,0,8,8,data\expanded_outputs\method2d\Q189_method2d_exp_20260413_100758.md
M2c,Q18,0.8,0.75,0.5,5,8,8,data\expanded_outputs\method2d\Q18_method2d_exp_20260412_225527.md
M2c,Q190,0.5,0.5,0.625,6,8,8,data\expanded_outputs\method2d\Q190_method2d_exp_20260413_100915.md
M2c,Q191,0.5,0.375,0.875,2,8,8,data\expanded_outputs\method2d\Q191_method2d_exp_20260413_101022.md
M2c,Q192,,0.5,1.0,0,8,8,data\expanded_outputs\method2d\Q192_method2d_exp_20260413_101104.md
M2c,Q193,1.0,0.625,0.625,3,8,8,data\expanded_outputs\method2d\Q193_method2d_exp_20260413_101212.md
M2c,Q194,0.3333333333333333,0.625,0.875,3,8,8,data\expanded_outputs\method2d\Q194_method2d_exp_20260413_101321.md
M2c,Q195,1.0,0.625,0.625,3,8,8,data\expanded_outputs\method2d\Q195_method2d_exp_20260413_101431.md
M2c,Q196,0.75,0.625,0.625,4,8,8,data\expanded_outputs\method2d\Q196_method2d_exp_20260413_101544.md
M2c,Q197,0.25,0.625,0.875,4,8,8,data\expanded_outputs\method2d\Q197_method2d_exp_20260413_101656.md
M2c,Q198,1.0,0.625,0.75,2,8,8,data\expanded_outputs\method2d\Q198_method2d_exp_20260413_101805.md
M2c,Q199,0.5,0.5,0.625,6,8,8,data\expanded_outputs\method2d\Q199_method2d_exp_20260413_101912.md
M2c,Q19,0.5,0.625,0.75,4,8,8,data\expanded_outputs\method2d\Q19_method2d_exp_20260412_225515.md
M2c,Q200,0.6,0.5,0.625,5,8,8,data\expanded_outputs\method2d\Q200_method2d_exp_20260413_102016.md
M2c,Q201,0.6666666666666666,0.625,0.75,3,8,8,data\expanded_outputs\method2d\Q201_method2d_exp_20260413_102134.md
M2c,Q202,0.6666666666666666,0.5,0.75,3,8,8,data\expanded_outputs\method2d\Q202_method2d_exp_20260413_102242.md
M2c,Q203,0.0,0.875,1.0,1,8,8,data\expanded_outputs\method2d\Q203_method2d_exp_20260413_102344.md
M2c,Q204,0.5,0.625,0.75,4,8,8,data\expanded_outputs\method2d\Q204_method2d_exp_20260413_102453.md
M2c,Q205,1.0,0.625,0.625,3,8,8,data\expanded_outputs\method2d\Q205_method2d_exp_20260413_102556.md
M2c,Q206,0.5,0.5,0.75,4,8,8,data\expanded_outputs\method2d\Q206_method2d_exp_20260413_102700.md
M2c,Q207,0.3333333333333333,0.5,0.875,3,8,8,data\expanded_outputs\method2d\Q207_method2d_exp_20260413_102810.md
M2c,Q208,0.75,0.625,0.625,4,8,8,data\expanded_outputs\method2d\Q208_method2d_exp_20260413_102920.md
M2c,Q209,0.8333333333333334,0.75,0.375,6,8,8,data\expanded_outputs\method2d\Q209_method2d_exp_20260413_103020.md
M2c,Q20,0.75,0.625,0.625,4,8,8,data\expanded_outputs\method2d\Q20_method2d_exp_20260412_225631.md
M2c,Q210,0.3333333333333333,0.375,0.875,3,8,8,data\expanded_outputs\method2d\Q210_method2d_exp_20260413_103135.md
M2c,Q211,0.8,0.5,0.5,5,8,8,data\expanded_outputs\method2d\Q211_method2d_exp_20260413_103243.md
M2c,Q212,1.0,0.875,0.75,2,8,8,data\expanded_outputs\method2d\Q212_method2d_exp_20260413_103353.md
M2c,Q213,1.0,0.625,0.625,3,8,8,data\expanded_outputs\method2d\Q213_method2d_exp_20260413_103455.md
M2c,Q214,0.3333333333333333,0.625,0.875,3,8,8,data\expanded_outputs\method2d\Q214_method2d_exp_20260413_103607.md
M2c,Q215,0.0,0.875,1.0,1,8,8,data\expanded_outputs\method2d\Q215_method2d_exp_20260413_103723.md
M2c,Q216,0.6666666666666666,0.5,0.75,3,8,8,data\expanded_outputs\method2d\Q216_method2d_exp_20260413_103824.md
M2c,Q217,0.6666666666666666,0.5,0.75,3,8,8,data\expanded_outputs\method2d\Q217_method2d_exp_20260413_103930.md
M2c,Q218,0.6666666666666666,0.625,0.75,3,8,8,data\expanded_outputs\method2d\Q218_method2d_exp_20260413_104037.md
M2c,Q219,0.25,0.625,0.875,4,8,8,data\expanded_outputs\method2d\Q219_method2d_exp_20260413_104151.md
M2c,Q21,0.25,0.25,0.875,4,8,8,data\expanded_outputs\method2d\Q21_method2d_exp_20260412_225725.md
M2c,Q220,0.5,0.5,0.5,8,8,8,data\expanded_outputs\method2d\Q220_method2d_exp_20260413_104307.md
M2c,Q221,0.8,0.625,0.5,5,8,8,data\expanded_outputs\method2d\Q221_method2d_exp_20260413_104418.md
M2c,Q222,0.6,0.5,0.625,5,8,8,data\expanded_outputs\method2d\Q222_method2d_exp_20260413_104533.md
M2c,Q223,0.5,0.375,0.625,6,8,8,data\expanded_outputs\method2d\Q223_method2d_exp_20260413_113433.md
M2c,Q224,0.2,0.5,0.875,5,8,8,data\expanded_outputs\method2d\Q224_method2d_exp_20260413_104837.md
M2c,Q225,0.5,0.5,0.75,4,8,8,data\expanded_outputs\method2d\Q225_method2d_exp_20260413_104943.md
M2c,Q226,0.6666666666666666,0.5,0.5,6,8,8,data\expanded_outputs\method2d\Q226_method2d_exp_20260413_105104.md
M2c,Q227,0.6666666666666666,0.5,0.75,3,8,8,data\expanded_outputs\method2d\Q227_method2d_exp_20260413_105233.md
M2c,Q228,0.25,0.5,0.875,4,8,8,data\expanded_outputs\method2d\Q228_method2d_exp_20260413_105342.md
M2c,Q229,0.6666666666666666,0.625,0.75,3,8,8,data\expanded_outputs\method2d\Q229_method2d_exp_20260413_105451.md
M2c,Q22,,0.75,1.0,0,8,8,data\expanded_outputs\method2d\Q22_method2d_exp_20260412_225807.md
M2c,Q230,,0.625,1.0,0,8,8,data\expanded_outputs\method2d\Q230_method2d_exp_20260413_105603.md
M2c,Q231,0.0,0.625,1.0,1,8,8,data\expanded_outputs\method2d\Q231_method2d_exp_20260413_105708.md
M2c,Q232,0.6,0.625,0.625,5,8,8,data\expanded_outputs\method2d\Q232_method2d_exp_20260413_105828.md
M2c,Q233,0.6666666666666666,0.5,0.75,3,8,8,data\expanded_outputs\method2d\Q233_method2d_exp_20260413_105938.md
M2c,Q234,0.75,0.625,0.625,4,8,8,data\expanded_outputs\method2d\Q234_method2d_exp_20260413_110102.md
M2c,Q235,0.3333333333333333,0.75,0.875,3,8,8,data\expanded_outputs\method2d\Q235_method2d_exp_20260413_110211.md
M2c,Q236,0.5,0.375,0.625,6,8,8,data\expanded_outputs\method2d\Q236_method2d_exp_20260413_110322.md
M2c,Q237,1.0,0.5,0.625,3,8,8,data\expanded_outputs\method2d\Q237_method2d_exp_20260413_110437.md
M2c,Q238,0.25,0.625,0.875,4,8,8,data\expanded_outputs\method2d\Q238_method2d_exp_20260413_110548.md
M2c,Q239,1.0,1.0,0.75,2,8,8,data\expanded_outputs\method2d\Q239_method2d_exp_20260413_110703.md
M2c,Q23,0.6666666666666666,0.625,0.75,3,8,8,data\expanded_outputs\method2d\Q23_method2d_exp_20260412_225901.md
M2c,Q240,0.6666666666666666,0.875,0.75,3,8,8,data\expanded_outputs\method2d\Q240_method2d_exp_20260413_110805.md
M2c,Q241,0.8333333333333334,0.625,0.375,6,8,8,data\expanded_outputs\method2d\Q241_method2d_exp_20260413_110913.md
M2c,Q242,0.3333333333333333,0.5,0.875,3,8,8,data\expanded_outputs\method2d\Q242_method2d_exp_20260413_111019.md
M2c,Q243,0.6666666666666666,0.75,0.75,3,8,8,data\expanded_outputs\method2d\Q243_method2d_exp_20260413_111127.md
M2c,Q244,,0.5,1.0,0,8,8,data\expanded_outputs\method2d\Q244_method2d_exp_20260413_111236.md
M2c,Q245,0.25,0.5,0.875,4,8,8,data\expanded_outputs\method2d\Q245_method2d_exp_20260413_111347.md
M2c,Q246,,0.625,1.0,0,8,8,data\expanded_outputs\method2d\Q246_method2d_exp_20260413_111438.md
M2c,Q247,0.8,0.625,0.5,5,8,8,data\expanded_outputs\method2d\Q247_method2d_exp_20260413_111551.md
M2c,Q248,0.0,0.5,1.0,4,8,8,data\expanded_outputs\method2d\Q248_method2d_exp_20260413_111658.md
M2c,Q249,0.3333333333333333,0.5,0.75,6,8,8,data\expanded_outputs\method2d\Q249_method2d_exp_20260413_111816.md
M2c,Q24,0.5,0.75,0.75,4,8,8,data\expanded_outputs\method2d\Q24_method2d_exp_20260412_230002.md
M2c,Q250,0.8,0.625,0.5,5,8,8,data\expanded_outputs\method2d\Q250_method2d_exp_20260413_111931.md
M2c,Q251,0.3333333333333333,0.5,0.75,6,8,8,data\expanded_outputs\method2d\Q251_method2d_exp_20260413_112035.md
M2c,Q25,,0.5,1.0,0,8,8,data\expanded_outputs\method2d\Q25_method2d_exp_20260412_230108.md
M2c,Q26,1.0,0.875,0.625,3,8,8,data\expanded_outputs\method2d\Q26_method2d_exp_20260412_230212.md
M2c,Q27,0.4,0.5,0.75,5,8,8,data\expanded_outputs\method2d\Q27_method2d_exp_20260412_230322.md
M2c,Q28,0.5,0.5,0.5,8,8,8,data\expanded_outputs\method2d\Q28_method2d_exp_20260412_230411.md
M2c,Q29,0.0,0.625,1.0,2,8,8,data\expanded_outputs\method2d\Q29_method2d_exp_20260412_230511.md
M2c,Q30,0.7142857142857143,0.625,0.375,7,8,8,data\expanded_outputs\method2d\Q30_method2d_exp_20260412_230620.md
M2c,Q31,0.5,0.5,0.75,4,8,8,data\expanded_outputs\method2d\Q31_method2d_exp_20260412_230601.md
M2c,Q32,0.6666666666666666,0.5,0.75,3,8,8,data\expanded_outputs\method2d\Q32_method2d_exp_20260412_230723.md
M2c,Q33,,0.875,1.0,0,8,8,data\expanded_outputs\method2d\Q33_method2d_exp_20260412_230824.md
M2c,Q34,0.5,0.75,0.75,4,8,8,data\expanded_outputs\method2d\Q34_method2d_exp_20260412_230928.md
M2c,Q35,0.6666666666666666,0.75,0.75,3,8,8,data\expanded_outputs\method2d\Q35_method2d_exp_20260412_231029.md
M2c,Q36,,0.75,1.0,0,8,8,data\expanded_outputs\method2d\Q36_method2d_exp_20260412_231110.md
M2c,Q37,0.8,0.625,0.5,5,8,8,data\expanded_outputs\method2d\Q37_method2d_exp_20260412_231220.md
M2c,Q38,0.6666666666666666,0.625,0.75,3,8,8,data\expanded_outputs\method2d\Q38_method2d_exp_20260412_231321.md
M2c,Q39,0.8333333333333334,0.75,0.375,6,8,8,data\expanded_outputs\method2d\Q39_method2d_exp_20260412_231427.md
M2c,Q40,,0.625,1.0,0,8,8,data\expanded_outputs\method2d\Q40_method2d_exp_20260412_231527.md
M2c,Q41,1.0,0.875,0.5,4,8,8,data\expanded_outputs\method2d\Q41_method2d_exp_20260412_231624.md
M2c,Q42,0.8333333333333334,0.75,0.375,6,8,8,data\expanded_outputs\method2d\Q42_method2d_exp_20260412_231726.md
M2c,Q43,0.5,0.5,0.5,8,8,8,data\expanded_outputs\method2d\Q43_method2d_exp_20260412_231834.md
M2c,Q44,0.5,0.5,0.625,6,8,8,data\expanded_outputs\method2d\Q44_method2d_exp_20260412_231918.md
M2c,Q45,0.3333333333333333,0.375,0.875,3,8,8,data\expanded_outputs\method2d\Q45_method2d_exp_20260412_232014.md
M2c,Q46,0.5,0.5,0.5,8,8,8,data\expanded_outputs\method2d\Q46_method2d_exp_20260412_232127.md
M2c,Q47,0.6,0.625,0.625,5,8,8,data\expanded_outputs\method2d\Q47_method2d_exp_20260412_232237.md
M2c,Q48,1.0,0.625,0.625,3,8,8,data\expanded_outputs\method2d\Q48_method2d_exp_20260412_232339.md
M2c,Q49,0.6666666666666666,0.625,0.75,3,8,8,data\expanded_outputs\method2d\Q49_method2d_exp_20260412_232442.md
M2c,Q50,0.6666666666666666,0.625,0.5,6,8,8,data\expanded_outputs\method2d\Q50_method2d_exp_20260412_232547.md
M2c,Q51,0.5,0.625,0.75,4,8,8,data\expanded_outputs\method2d\Q51_method2d_exp_20260412_232647.md
M2c,Q52,0.6666666666666666,0.625,0.75,3,8,8,data\expanded_outputs\method2d\Q52_method2d_exp_20260412_232744.md
M2c,Q53,1.0,0.625,0.625,3,8,8,data\expanded_outputs\method2d\Q53_method2d_exp_20260412_232843.md
M2c,Q54,0.5,0.25,0.875,2,8,8,data\expanded_outputs\method2d\Q54_method2d_exp_20260412_232928.md
M2c,Q55,0.5,0.375,0.875,2,8,8,data\expanded_outputs\method2d\Q55_method2d_exp_20260412_233018.md
M2c,Q56,1.0,0.375,0.75,2,8,8,data\expanded_outputs\method2d\Q56_method2d_exp_20260412_233116.md
M2c,Q57,0.5,0.5,0.75,4,8,8,data\expanded_outputs\method2d\Q57_method2d_exp_20260412_233215.md
M2c,Q58,0.8,0.625,0.5,5,8,8,data\expanded_outputs\method2d\Q58_method2d_exp_20260412_233322.md
M2c,Q59,0.75,0.5,0.625,4,8,8,data\expanded_outputs\method2d\Q59_method2d_exp_20260412_233425.md
M2c,Q60,0.6666666666666666,0.625,0.5,6,8,8,data\expanded_outputs\method2d\Q60_method2d_exp_20260412_233539.md
